userId,userName,preferredCategoryNodeId,preferredCategoryNodeValue,internalRatingNodeId,internalRatingNodeValue,mathCategoryNodeId,mathCategoryNodeValue
be5aa54c-0b92-4316-924c-0ac3c723106a,SparklingDream_888,,,,,,
9d05b930-180b-4f79-9b16-fb4f9d31d480,WhimsicalWonder_984,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,98,8323fdc1-5603-4f78-96d6-35972eb2da40,861,,
890bfdee-6e13-4738-8a3f-504a6438f858,BreathtakingCastle_863,,,,,,
881975fb-2bf6-4a50-9c7b-e504d7602405,SerendipitousEternity_622,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,618
91a5a0ed-71c1-4249-8321-1d23658a85cc,HarmoniousAurora_904,,,,,,
c909c2ac-cdd0-4125-8ccd-e5935e2ea248,ExquisiteMeadow_356,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,318,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,191
fe62d1ce-744a-4d3b-9133-224aaecbc96e,BlissfulJourney_890,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,828,8323fdc1-5603-4f78-96d6-35972eb2da40,26,,
2de69eb2-ca45-4586-aaf7-8d67e220d7cd,VivaciousCastle_411,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,201
058cc8fb-134b-4b22-8086-e07e23872320,DelightfulMoon_763,,,8323fdc1-5603-4f78-96d6-35972eb2da40,668,,
ba064ebe-5812-4d6f-a89a-8acb93d55357,SpiritedForest_781,,,,,,
61a65959-4703-4830-8431-6a561c71c491,BlissfulWonder_266,,,8323fdc1-5603-4f78-96d6-35972eb2da40,623,10e640e1-8e1e-4a37-ac2c-b38ce219a169,834
5d943f3d-8f5e-49ce-8b45-8eb2f9d68c22,WhimsicalMeadow_305,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,524,8323fdc1-5603-4f78-96d6-35972eb2da40,478,10e640e1-8e1e-4a37-ac2c-b38ce219a169,458
78b22043-076f-47b2-84c6-82491832fbf5,TranquilMeadow_731,,,8323fdc1-5603-4f78-96d6-35972eb2da40,759,10e640e1-8e1e-4a37-ac2c-b38ce219a169,118
f356efa1-ef07-4a1a-8a0a-2f73220e83fa,ExquisiteDream_396,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,529
e6cdfa2e-d3ad-4ab0-978e-0d8d4eff5638,WhimsicalEternity_999,,,,,,
c8ef044d-f0c4-4f65-8df1-36c2cb30a0fe,EnigmaticMoon_473,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,854,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,526
bc3f0bb4-6874-4ae0-9488-7e8cfb8752f4,SpiritedRainbow_403,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,756,8323fdc1-5603-4f78-96d6-35972eb2da40,38,,
b877d8ae-5aa5-44c6-9dcb-9145837bab6e,MysticalEternity_570,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,733,8323fdc1-5603-4f78-96d6-35972eb2da40,324,10e640e1-8e1e-4a37-ac2c-b38ce219a169,20
6b267042-1616-4f5f-a668-7dee68cc220c,SpiritedStarlight_268,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,522,8323fdc1-5603-4f78-96d6-35972eb2da40,46,,
9934a8d9-c21f-4db0-8eda-be1430117af7,SereneButterfly_923,,,8323fdc1-5603-4f78-96d6-35972eb2da40,742,10e640e1-8e1e-4a37-ac2c-b38ce219a169,508
1d1f024b-97d0-4bd4-9c6d-729ae65d2f94,ResilientMeadow_272,,,,,,
79c35521-5a52-4044-a399-b3f1d2c30ccd,SparklingWhisper_355,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,172
d7e375b6-728e-4a2d-bbf9-5dd34395f8fa,EnigmaticSymphony_801,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,484,,,,
04b016fa-f7ad-45c4-ae9f-2ecf2bc02bf3,SereneOcean_668,,,,,,
24b6d3a1-2581-4782-92ee-bbbff4e68d11,SparklingStarlight_187,,,8323fdc1-5603-4f78-96d6-35972eb2da40,165,10e640e1-8e1e-4a37-ac2c-b38ce219a169,352
a292795d-b57b-4945-8035-7b9417916c06,MysticalOasis_51,,,8323fdc1-5603-4f78-96d6-35972eb2da40,236,,
bf972600-f552-4c06-b54d-73940da505fb,EnchantingButterfly_54,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,123,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,734
6e67e8ae-8578-4701-ae11-d71f2801ccb2,MysticalAurora_545,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,534,8323fdc1-5603-4f78-96d6-35972eb2da40,931,,
a3bca2ea-31a7-4b31-8fff-a72341e5546c,HarmoniousEcho_524,,,,,,
c32a79a8-9919-46b8-bad7-0ccd335919b7,EnigmaticWonder_854,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,552,8323fdc1-5603-4f78-96d6-35972eb2da40,59,10e640e1-8e1e-4a37-ac2c-b38ce219a169,591
13dc28aa-ed48-4df4-bb46-315de72762af,SpiritedWhisper_781,,,8323fdc1-5603-4f78-96d6-35972eb2da40,279,,
7f531920-f0ab-4ee3-b1f4-d883eeff538b,ExquisiteEcho_9,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,467,,,,
8581bbe9-4a66-4ce7-a9a8-77e1e8d9a7dd,CaptivatingStarlight_792,,,8323fdc1-5603-4f78-96d6-35972eb2da40,991,10e640e1-8e1e-4a37-ac2c-b38ce219a169,802
0eeba9c0-a20b-4e45-a85d-f825d5dc5626,SereneSymphony_675,,,8323fdc1-5603-4f78-96d6-35972eb2da40,713,10e640e1-8e1e-4a37-ac2c-b38ce219a169,415
a2e378e5-9a50-4d9e-9679-1ca7adfdd397,MysticalEcho_914,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,199
e0f0327d-240f-4cbc-b173-9855cd705c29,CaptivatingForest_898,,,8323fdc1-5603-4f78-96d6-35972eb2da40,659,,
b9b6a4ec-7ae1-4e4a-a7eb-572a05a5faad,RadiantEternity_516,,,8323fdc1-5603-4f78-96d6-35972eb2da40,442,,
f2a48f0c-2f68-4819-b8a3-51f68b5f71bd,EnigmaticWhisper_628,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,258,,,,
8b8ecb84-0fb1-4085-aed4-b2166fcc30fb,VivaciousJourney_497,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,606,8323fdc1-5603-4f78-96d6-35972eb2da40,898,10e640e1-8e1e-4a37-ac2c-b38ce219a169,925
767fbb18-6f13-4dec-972d-515f36fce7b4,EnigmaticForest_655,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,212,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,554
007cf245-1ccf-4aa7-80fc-e8a45d4cf691,SpiritedSymphony_101,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,693,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,87
6b662e84-f3cd-4eae-a230-460e0e40f8f6,MajesticEternity_768,,,8323fdc1-5603-4f78-96d6-35972eb2da40,691,,
f2fff984-ba37-4ac8-9bbd-598b956298ce,ExquisiteRainbow_440,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,682
0d3e998e-6c70-404d-b71e-da5c9cab9fd6,SpiritedDream_250,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,558,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,894
f54ceec6-7426-46e5-b722-688bda2c3da5,SpiritedStarlight_618,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,44,,,,
6ff73b2c-9fde-4172-8ec8-e21786fd9d26,SpiritedEnchantment_481,,,,,,
840cec96-83aa-4f3c-8b00-f84e01f3688e,ExquisiteHarmony_725,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,449,8323fdc1-5603-4f78-96d6-35972eb2da40,914,10e640e1-8e1e-4a37-ac2c-b38ce219a169,192
fa39577b-0f0a-4bff-9240-cafc2e0cc027,ExquisiteAurora_677,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,357,8323fdc1-5603-4f78-96d6-35972eb2da40,980,,
0ca35ec1-734a-4023-8c59-1ba95352ce36,CaptivatingMoon_167,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,820,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,472
cbcf9a82-85b7-4d3e-8aab-9bdd7af8c5de,EnigmaticCastle_612,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,703,8323fdc1-5603-4f78-96d6-35972eb2da40,946,10e640e1-8e1e-4a37-ac2c-b38ce219a169,748
f6e2c6b8-7f79-4c8f-a493-4eb3650aa39e,EnchantingEcho_702,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,665,8323fdc1-5603-4f78-96d6-35972eb2da40,249,10e640e1-8e1e-4a37-ac2c-b38ce219a169,532
84ef5d77-ca79-461a-a81e-7c7a5e47c04b,VivaciousForest_593,,,,,,
70b90d59-f27f-4900-aa2d-3abb9e7155ae,JubilantMeadow_407,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,942,8323fdc1-5603-4f78-96d6-35972eb2da40,6,,
323f6a9b-8768-4f08-841b-2a2fd66f01c5,BreathtakingHarmony_26,,,8323fdc1-5603-4f78-96d6-35972eb2da40,530,,
ac0034a4-cc97-47df-9a23-bdb8b1e8b09c,WhimsicalStarlight_237,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,37,8323fdc1-5603-4f78-96d6-35972eb2da40,623,10e640e1-8e1e-4a37-ac2c-b38ce219a169,192
33b2701e-c1b8-4281-81b2-369c468bc731,TranquilWonder_200,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,913,,,,
5bf05991-aaf0-4801-ae5e-4adb9b2ee753,DelightfulEternity_910,,,8323fdc1-5603-4f78-96d6-35972eb2da40,388,,
ca60a5bc-1f42-4d4c-9223-2d00f739cbb5,BlissfulSymphony_764,,,8323fdc1-5603-4f78-96d6-35972eb2da40,827,10e640e1-8e1e-4a37-ac2c-b38ce219a169,130
9cb05505-4fb4-456c-bcd5-1492eff7451a,WhimsicalJourney_50,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,13,8323fdc1-5603-4f78-96d6-35972eb2da40,499,,
7b3b7145-5c69-49d9-8199-ee706d71d478,RadiantDream_254,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,591,8323fdc1-5603-4f78-96d6-35972eb2da40,350,,
0aa85434-12ea-403e-b05b-5723f728b67b,EnigmaticCastle_872,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,394,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,184
4512b2e0-511c-487e-a411-7cc827f568d3,SparklingRainbow_784,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,689,8323fdc1-5603-4f78-96d6-35972eb2da40,366,10e640e1-8e1e-4a37-ac2c-b38ce219a169,814
d5d38d78-c1de-4ef6-90b5-4f6ee6518a22,SpiritedEcho_727,,,8323fdc1-5603-4f78-96d6-35972eb2da40,470,10e640e1-8e1e-4a37-ac2c-b38ce219a169,154
6a0eb22b-978e-41d7-92d5-72fba196d865,BlissfulCastle_462,,,,,,
325ed06c-cf7e-4b62-a9d6-b69e1e537a1b,EnchantingForest_168,,,8323fdc1-5603-4f78-96d6-35972eb2da40,419,10e640e1-8e1e-4a37-ac2c-b38ce219a169,703
e7be6cb1-6dff-472f-831a-17ec2f1e52c7,RadiantForest_67,,,8323fdc1-5603-4f78-96d6-35972eb2da40,111,,
98e8748f-edde-44c7-83dd-a381e23389a4,SpiritedStarlight_290,,,8323fdc1-5603-4f78-96d6-35972eb2da40,85,10e640e1-8e1e-4a37-ac2c-b38ce219a169,675
1b2f8654-cf5c-4ec7-9b7a-5440684cf1d2,HarmoniousOasis_579,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,837
9607d337-5b8f-4915-a955-257871716bc8,SpiritedSecret_143,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,364,8323fdc1-5603-4f78-96d6-35972eb2da40,212,,
c68e4f56-da2e-4b01-9cde-fd8e5666d1e1,ResilientForest_300,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,540,8323fdc1-5603-4f78-96d6-35972eb2da40,473,10e640e1-8e1e-4a37-ac2c-b38ce219a169,976
3d9b1ae5-44fc-4318-ad83-80b02b246ac8,SparklingAurora_646,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,611,,,,
5010c370-d0b8-421a-9b5a-14abe706457f,EnchantingEnchantment_340,,,,,,
7f475421-ab13-4da7-bf98-47e1037ba54a,EnigmaticDream_11,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,997
a0557e7d-d94c-4d90-bcaf-b710b7b7cc4a,EnchantingOcean_393,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,541
52828bc4-bcb3-4fd7-86f6-36228fe18bb8,RadiantCastle_132,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,612,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,995
20e5abe6-c028-48a2-b78e-54e06701200e,SereneAurora_139,,,8323fdc1-5603-4f78-96d6-35972eb2da40,242,10e640e1-8e1e-4a37-ac2c-b38ce219a169,976
8127b2e0-bbf3-4b14-8c40-32405b4163f2,BlissfulEternity_859,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,631,8323fdc1-5603-4f78-96d6-35972eb2da40,668,,
87067d6b-e3f5-4a5c-9f03-87d8d17bf8dd,RadiantSecret_271,,,,,10e640e1-8e1e-4a37-ac2c-b38ce219a169,10
06857855-6eec-4822-a2bf-3dc76df1e555,EnchantingRainbow_933,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,571,,,,
24e4d1ad-ddc7-4f93-9cd5-ba243d9fb221,EnchantingForest_216,,,8323fdc1-5603-4f78-96d6-35972eb2da40,424,,
a2c9fa42-04ae-4b9d-92b0-189bc16da6c3,CaptivatingWhisper_294,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,244,8323fdc1-5603-4f78-96d6-35972eb2da40,619,,
3b78a02b-e56e-44c7-acc6-09435dc16da3,MajesticMeadow_8,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,2,8323fdc1-5603-4f78-96d6-35972eb2da40,441,10e640e1-8e1e-4a37-ac2c-b38ce219a169,645
88cc08db-b777-4cb6-a090-cfa6fa588a16,VivaciousJourney_241,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,16,,,,
a52baabb-817f-48e2-9f9d-8a790f82d819,SpiritedButterfly_516,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,297,8323fdc1-5603-4f78-96d6-35972eb2da40,578,10e640e1-8e1e-4a37-ac2c-b38ce219a169,500
06bdd167-b594-4603-8a55-4f4e8dcdcfd5,SpiritedEnchantment_674,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,937,8323fdc1-5603-4f78-96d6-35972eb2da40,128,10e640e1-8e1e-4a37-ac2c-b38ce219a169,470
26231e19-0cc0-440a-a471-d64f24e43a23,HarmoniousOasis_285,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,476,8323fdc1-5603-4f78-96d6-35972eb2da40,76,,
10dbc9b1-2996-40bc-94c2-2cbd3e2904b7,SerendipitousEcho_186,ebd5f9c8-5ad8-4f33-900a-95a422f779c7,247,,,,
360f17f1-a264-463a-a62e-a531113212af,VivaciousOasis_251,,,8323fdc1-5603-4f78-96d6-35972eb2da40,25,,
